,response,category,billie,claude,chatgpt,ryan
578,that the save act may represent a highly contentious issue with a strong rhetoric from both sides of,opponent save act - lack of serious problem,0,0,0,
579,that the save act may represent a highly contentious issue with a strong rhetoric from both sides of,opponent save act - unequal burden,0,0,0,
580,that the save act may represent a highly contentious issue with a strong rhetoric from both sides of,opponent save act - administrative burden,0,0,0,
581,that the save act may represent a highly contentious issue with a strong rhetoric from both sides of,opponent save act - other valid,0,0,0,
582,that the save act may represent a highly contentious issue with a strong rhetoric from both sides of,opponent save act - invalid,0,0,0,
583,the arguments for the save act want to require id of some kind to vote saying it will prevent non ci,proponent save act - election integrity,1,1,1,
584,the arguments for the save act want to require id of some kind to vote saying it will prevent non ci,proponent save act - accountability,1,1,1,
585,the arguments for the save act want to require id of some kind to vote saying it will prevent non ci,proponent save act - public confidence in elections,0,0,0,
586,the arguments for the save act want to require id of some kind to vote saying it will prevent non ci,proponent save act - other valid,0,0,0,
587,the arguments for the save act want to require id of some kind to vote saying it will prevent non ci,proponent save act - invalid,0,0,0,
588,the arguments for the save act want to require id of some kind to vote saying it will prevent non ci,opponent save act - voting disenfranchisement,0,0,0,
589,the arguments for the save act want to require id of some kind to vote saying it will prevent non ci,opponent save act - lack of serious problem,0,0,0,
590,the arguments for the save act want to require id of some kind to vote saying it will prevent non ci,opponent save act - unequal burden,0,0,0,
591,the arguments for the save act want to require id of some kind to vote saying it will prevent non ci,opponent save act - administrative burden,0,0,0,
592,the arguments for the save act want to require id of some kind to vote saying it will prevent non ci,opponent save act - other valid,0,0,0,
593,the arguments for the save act want to require id of some kind to vote saying it will prevent non ci,opponent save act - invalid,0,0,0,
594,"the author believes the save act is a ""declaration of war against voter fraud, foreign interference,",proponent save act - election integrity,1,1,1,
595,"the author believes the save act is a ""declaration of war against voter fraud, foreign interference,",proponent save act - accountability,0,0,0,
596,"the author believes the save act is a ""declaration of war against voter fraud, foreign interference,",proponent save act - public confidence in elections,0,0,0,
597,"the author believes the save act is a ""declaration of war against voter fraud, foreign interference,",proponent save act - other valid,0,0,0,
598,"the author believes the save act is a ""declaration of war against voter fraud, foreign interference,",proponent save act - invalid,0,0,0,
599,"the author believes the save act is a ""declaration of war against voter fraud, foreign interference,",opponent save act - voting disenfranchisement,0,0,0,
600,"the author believes the save act is a ""declaration of war against voter fraud, foreign interference,",opponent save act - lack of serious problem,0,0,0,
601,"the author believes the save act is a ""declaration of war against voter fraud, foreign interference,",opponent save act - unequal burden,0,1,0,
602,"the author believes the save act is a ""declaration of war against voter fraud, foreign interference,",opponent save act - administrative burden,0,0,0,
603,"the author believes the save act is a ""declaration of war against voter fraud, foreign interference,",opponent save act - other valid,0,0,1,
604,"the author believes the save act is a ""declaration of war against voter fraud, foreign interference,",opponent save act - invalid,0,0,0,
605,"the bill imposes criminal penalties on election officials for registration errors, raising concerns ",proponent save act - election integrity,0,0,1,
606,"the bill imposes criminal penalties on election officials for registration errors, raising concerns ",proponent save act - accountability,0,0,0,
607,"the bill imposes criminal penalties on election officials for registration errors, raising concerns ",proponent save act - public confidence in elections,0,0,0,
608,"the bill imposes criminal penalties on election officials for registration errors, raising concerns ",proponent save act - other valid,0,0,0,
609,"the bill imposes criminal penalties on election officials for registration errors, raising concerns ",proponent save act - invalid,0,0,0,
610,"the bill imposes criminal penalties on election officials for registration errors, raising concerns ",opponent save act - voting disenfranchisement,0,0,1,
611,"the bill imposes criminal penalties on election officials for registration errors, raising concerns ",opponent save act - lack of serious problem,0,0,0,
612,"the bill imposes criminal penalties on election officials for registration errors, raising concerns ",opponent save act - unequal burden,0,0,0,
613,"the bill imposes criminal penalties on election officials for registration errors, raising concerns ",opponent save act - administrative burden,0,1,1,
614,"the bill imposes criminal penalties on election officials for registration errors, raising concerns ",opponent save act - other valid,0,0,0,
615,"the bill imposes criminal penalties on election officials for registration errors, raising concerns ",opponent save act - invalid,0,0,0,
616,the impact of the save act and its implemetation.,proponent save act - election integrity,0,0,0,
617,the impact of the save act and its implemetation.,proponent save act - accountability,0,0,0,
618,the impact of the save act and its implemetation.,proponent save act - public confidence in elections,0,0,0,
619,the impact of the save act and its implemetation.,proponent save act - other valid,0,0,0,
620,the impact of the save act and its implemetation.,proponent save act - invalid,0,0,0,
621,the impact of the save act and its implemetation.,opponent save act - voting disenfranchisement,0,0,0,
622,the impact of the save act and its implemetation.,opponent save act - lack of serious problem,0,0,0,
623,the impact of the save act and its implemetation.,opponent save act - unequal burden,0,0,0,
624,the impact of the save act and its implemetation.,opponent save act - administrative burden,0,0,0,
625,the impact of the save act and its implemetation.,opponent save act - other valid,0,0,0,
626,the impact of the save act and its implemetation.,opponent save act - invalid,0,0,0,
627,the key argument is protecting the integrity of voting without undermining the right to vote. suppor,proponent save act - election integrity,1,1,1,
628,the key argument is protecting the integrity of voting without undermining the right to vote. suppor,proponent save act - accountability,1,1,1,
629,the key argument is protecting the integrity of voting without undermining the right to vote. suppor,proponent save act - public confidence in elections,1,1,1,
630,the key argument is protecting the integrity of voting without undermining the right to vote. suppor,proponent save act - other valid,0,0,0,
631,the key argument is protecting the integrity of voting without undermining the right to vote. suppor,proponent save act - invalid,0,0,0,
632,the key argument is protecting the integrity of voting without undermining the right to vote. suppor,opponent save act - voting disenfranchisement,1,1,1,
633,the key argument is protecting the integrity of voting without undermining the right to vote. suppor,opponent save act - lack of serious problem,1,1,1,
634,the key argument is protecting the integrity of voting without undermining the right to vote. suppor,opponent save act - unequal burden,0,0,0,
635,the key argument is protecting the integrity of voting without undermining the right to vote. suppor,opponent save act - administrative burden,0,0,0,
636,the key argument is protecting the integrity of voting without undermining the right to vote. suppor,opponent save act - other valid,0,0,0,
637,the key argument is protecting the integrity of voting without undermining the right to vote. suppor,opponent save act - invalid,0,0,0,
638,"the key argument is that only american citizens should be allowed to vote in elections, not outside ",proponent save act - election integrity,1,1,1,
639,"the key argument is that only american citizens should be allowed to vote in elections, not outside ",proponent save act - accountability,1,1,1,
640,"the key argument is that only american citizens should be allowed to vote in elections, not outside ",proponent save act - public confidence in elections,0,0,0,
641,"the key argument is that only american citizens should be allowed to vote in elections, not outside ",proponent save act - other valid,0,0,0,
642,"the key argument is that only american citizens should be allowed to vote in elections, not outside ",proponent save act - invalid,0,0,0,
643,"the key argument is that only american citizens should be allowed to vote in elections, not outside ",opponent save act - voting disenfranchisement,0,0,0,
644,"the key argument is that only american citizens should be allowed to vote in elections, not outside ",opponent save act - lack of serious problem,1,1,1,
645,"the key argument is that only american citizens should be allowed to vote in elections, not outside ",opponent save act - unequal burden,0,0,0,
646,"the key argument is that only american citizens should be allowed to vote in elections, not outside ",opponent save act - administrative burden,1,1,1,
647,"the key argument is that only american citizens should be allowed to vote in elections, not outside ",opponent save act - other valid,0,0,0,
648,"the key argument is that only american citizens should be allowed to vote in elections, not outside ",opponent save act - invalid,0,0,0,
649,the loop hole on voting,proponent save act - election integrity,0,0,0,0
650,the loop hole on voting,proponent save act - accountability,0,0,0,0
651,the loop hole on voting,proponent save act - public confidence in elections,0,0,0,0
652,the loop hole on voting,proponent save act - other valid,0,0,0,0
653,the loop hole on voting,proponent save act - invalid,0,0,0,0
654,the loop hole on voting,opponent save act - voting disenfranchisement,0,0,0,0
655,the loop hole on voting,opponent save act - lack of serious problem,0,0,0,0
656,the loop hole on voting,opponent save act - unequal burden,0,0,0,0
657,the loop hole on voting,opponent save act - administrative burden,0,0,0,0
658,the loop hole on voting,opponent save act - other valid,0,0,0,0
659,the loop hole on voting,opponent save act - invalid,0,0,0,0
660,the only argument that i found in this summary was that some people say it could possibly hinder mar,proponent save act - election integrity,1,1,1,
661,the only argument that i found in this summary was that some people say it could possibly hinder mar,proponent save act - accountability,0,0,0,
662,the only argument that i found in this summary was that some people say it could possibly hinder mar,proponent save act - public confidence in elections,1,1,1,
663,the only argument that i found in this summary was that some people say it could possibly hinder mar,proponent save act - other valid,0,1,1,
664,the only argument that i found in this summary was that some people say it could possibly hinder mar,proponent save act - invalid,0,0,0,
665,the only argument that i found in this summary was that some people say it could possibly hinder mar,opponent save act - voting disenfranchisement,0,0,0,
666,the only argument that i found in this summary was that some people say it could possibly hinder mar,opponent save act - lack of serious problem,1,1,1,
667,the only argument that i found in this summary was that some people say it could possibly hinder mar,opponent save act - unequal burden,1,1,1,
668,the only argument that i found in this summary was that some people say it could possibly hinder mar,opponent save act - administrative burden,0,0,0,
669,the only argument that i found in this summary was that some people say it could possibly hinder mar,opponent save act - other valid,0,0,0,
670,the only argument that i found in this summary was that some people say it could possibly hinder mar,opponent save act - invalid,0,0,0,
671,the opponents of the topic say a lot of people do not have access to the documents that would be nee,proponent save act - election integrity,0,1,1,
672,the opponents of the topic say a lot of people do not have access to the documents that would be nee,proponent save act - accountability,0,0,0,
673,the opponents of the topic say a lot of people do not have access to the documents that would be nee,proponent save act - public confidence in elections,0,0,0,
674,the opponents of the topic say a lot of people do not have access to the documents that would be nee,proponent save act - other valid,0,0,0,
675,the opponents of the topic say a lot of people do not have access to the documents that would be nee,proponent save act - invalid,0,0,0,
676,the opponents of the topic say a lot of people do not have access to the documents that would be nee,opponent save act - voting disenfranchisement,0,0,1,
677,the opponents of the topic say a lot of people do not have access to the documents that would be nee,opponent save act - lack of serious problem,0,0,0,
678,the opponents of the topic say a lot of people do not have access to the documents that would be nee,opponent save act - unequal burden,0,1,0,
679,the opponents of the topic say a lot of people do not have access to the documents that would be nee,opponent save act - administrative burden,1,0,0,
680,the opponents of the topic say a lot of people do not have access to the documents that would be nee,opponent save act - other valid,0,0,0,
681,the opponents of the topic say a lot of people do not have access to the documents that would be nee,opponent save act - invalid,0,0,0,
682,the proponent's arguments claim that the save act aims to prevent voter fraud and foreign interferen,proponent save act - election integrity,1,1,1,
683,the proponent's arguments claim that the save act aims to prevent voter fraud and foreign interferen,proponent save act - accountability,0,0,0,
684,the proponent's arguments claim that the save act aims to prevent voter fraud and foreign interferen,proponent save act - public confidence in elections,0,0,0,
685,the proponent's arguments claim that the save act aims to prevent voter fraud and foreign interferen,proponent save act - other valid,0,0,0,
686,the proponent's arguments claim that the save act aims to prevent voter fraud and foreign interferen,proponent save act - invalid,0,0,0,
687,the proponent's arguments claim that the save act aims to prevent voter fraud and foreign interferen,opponent save act - voting disenfranchisement,1,0,0,
688,the proponent's arguments claim that the save act aims to prevent voter fraud and foreign interferen,opponent save act - lack of serious problem,0,0,0,
689,the proponent's arguments claim that the save act aims to prevent voter fraud and foreign interferen,opponent save act - unequal burden,0,1,0,
690,the proponent's arguments claim that the save act aims to prevent voter fraud and foreign interferen,opponent save act - administrative burden,0,0,0,
691,the proponent's arguments claim that the save act aims to prevent voter fraud and foreign interferen,opponent save act - other valid,0,0,1,
692,the proponent's arguments claim that the save act aims to prevent voter fraud and foreign interferen,opponent save act - invalid,0,0,0,
693,the proponents declare the importance of the act to prevent voter fraud. the opponents declare the o,proponent save act - election integrity,1,1,1,
694,the proponents declare the importance of the act to prevent voter fraud. the opponents declare the o,proponent save act - accountability,0,0,0,
695,the proponents declare the importance of the act to prevent voter fraud. the opponents declare the o,proponent save act - public confidence in elections,0,0,0,
696,the proponents declare the importance of the act to prevent voter fraud. the opponents declare the o,proponent save act - other valid,0,0,0,
697,the proponents declare the importance of the act to prevent voter fraud. the opponents declare the o,proponent save act - invalid,0,0,0,
698,the proponents declare the importance of the act to prevent voter fraud. the opponents declare the o,opponent save act - voting disenfranchisement,1,1,1,
699,the proponents declare the importance of the act to prevent voter fraud. the opponents declare the o,opponent save act - lack of serious problem,0,0,0,
700,the proponents declare the importance of the act to prevent voter fraud. the opponents declare the o,opponent save act - unequal burden,0,0,0,
701,the proponents declare the importance of the act to prevent voter fraud. the opponents declare the o,opponent save act - administrative burden,0,0,0,
702,the proponents declare the importance of the act to prevent voter fraud. the opponents declare the o,opponent save act - other valid,0,0,0,
703,the proponents declare the importance of the act to prevent voter fraud. the opponents declare the o,opponent save act - invalid,0,0,0,
704,the proponents of the save act argue that voters must provide proof of u.s. citizenship so the gover,proponent save act - election integrity,0,0,0,
705,the proponents of the save act argue that voters must provide proof of u.s. citizenship so the gover,proponent save act - accountability,1,1,1,
706,the proponents of the save act argue that voters must provide proof of u.s. citizenship so the gover,proponent save act - public confidence in elections,0,0,0,
707,the proponents of the save act argue that voters must provide proof of u.s. citizenship so the gover,proponent save act - other valid,0,0,0,
708,the proponents of the save act argue that voters must provide proof of u.s. citizenship so the gover,proponent save act - invalid,0,0,0,
709,the proponents of the save act argue that voters must provide proof of u.s. citizenship so the gover,opponent save act - voting disenfranchisement,1,1,1,
710,the proponents of the save act argue that voters must provide proof of u.s. citizenship so the gover,opponent save act - lack of serious problem,0,0,0,
711,the proponents of the save act argue that voters must provide proof of u.s. citizenship so the gover,opponent save act - unequal burden,0,0,0,
712,the proponents of the save act argue that voters must provide proof of u.s. citizenship so the gover,opponent save act - administrative burden,0,0,0,
713,the proponents of the save act argue that voters must provide proof of u.s. citizenship so the gover,opponent save act - other valid,0,0,0,
714,the proponents of the save act argue that voters must provide proof of u.s. citizenship so the gover,opponent save act - invalid,0,0,0,
715,the proponents of the save act want laws passed to require proof of identity. forcing proof of ident,proponent save act - election integrity,1,1,1,1
716,the proponents of the save act want laws passed to require proof of identity. forcing proof of ident,proponent save act - accountability,1,1,1,1
717,the proponents of the save act want laws passed to require proof of identity. forcing proof of ident,proponent save act - public confidence in elections,0,0,0,0
718,the proponents of the save act want laws passed to require proof of identity. forcing proof of ident,proponent save act - other valid,0,0,0,0
719,the proponents of the save act want laws passed to require proof of identity. forcing proof of ident,proponent save act - invalid,0,0,0,0
720,the proponents of the save act want laws passed to require proof of identity. forcing proof of ident,opponent save act - voting disenfranchisement,1,1,1,1
721,the proponents of the save act want laws passed to require proof of identity. forcing proof of ident,opponent save act - lack of serious problem,0,0,0,0
722,the proponents of the save act want laws passed to require proof of identity. forcing proof of ident,opponent save act - unequal burden,1,1,0,1
723,the proponents of the save act want laws passed to require proof of identity. forcing proof of ident,opponent save act - administrative burden,1,0,0,1
724,the proponents of the save act want laws passed to require proof of identity. forcing proof of ident,opponent save act - other valid,0,0,0,0
725,the proponents of the save act want laws passed to require proof of identity. forcing proof of ident,opponent save act - invalid,0,0,0,0
726,the save act aims to defeat voter fraud. proponents of the law believe this will be highly beneficia,proponent save act - election integrity,1,1,1,
727,the save act aims to defeat voter fraud. proponents of the law believe this will be highly beneficia,proponent save act - accountability,0,0,0,
728,the save act aims to defeat voter fraud. proponents of the law believe this will be highly beneficia,proponent save act - public confidence in elections,0,0,0,
729,the save act aims to defeat voter fraud. proponents of the law believe this will be highly beneficia,proponent save act - other valid,0,0,0,
730,the save act aims to defeat voter fraud. proponents of the law believe this will be highly beneficia,proponent save act - invalid,0,0,0,
731,the save act aims to defeat voter fraud. proponents of the law believe this will be highly beneficia,opponent save act - voting disenfranchisement,0,0,0,
732,the save act aims to defeat voter fraud. proponents of the law believe this will be highly beneficia,opponent save act - lack of serious problem,0,0,0,
733,the save act aims to defeat voter fraud. proponents of the law believe this will be highly beneficia,opponent save act - unequal burden,0,1,0,
734,the save act aims to defeat voter fraud. proponents of the law believe this will be highly beneficia,opponent save act - administrative burden,1,0,0,
735,the save act aims to defeat voter fraud. proponents of the law believe this will be highly beneficia,opponent save act - other valid,0,0,1,
736,the save act aims to defeat voter fraud. proponents of the law believe this will be highly beneficia,opponent save act - invalid,0,0,0,
737,the save act has been introduced to stop non american citizens from voting in american elections. ma,proponent save act - election integrity,1,1,1,
738,the save act has been introduced to stop non american citizens from voting in american elections. ma,proponent save act - accountability,0,0,0,
739,the save act has been introduced to stop non american citizens from voting in american elections. ma,proponent save act - public confidence in elections,0,0,0,
740,the save act has been introduced to stop non american citizens from voting in american elections. ma,proponent save act - other valid,0,0,0,
741,the save act has been introduced to stop non american citizens from voting in american elections. ma,proponent save act - invalid,0,0,1,
742,the save act has been introduced to stop non american citizens from voting in american elections. ma,opponent save act - voting disenfranchisement,0,0,0,
743,the save act has been introduced to stop non american citizens from voting in american elections. ma,opponent save act - lack of serious problem,0,0,0,
744,the save act has been introduced to stop non american citizens from voting in american elections. ma,opponent save act - unequal burden,0,0,0,
745,the save act has been introduced to stop non american citizens from voting in american elections. ma,opponent save act - administrative burden,0,0,0,
746,the save act has been introduced to stop non american citizens from voting in american elections. ma,opponent save act - other valid,0,0,0,
747,the save act has been introduced to stop non american citizens from voting in american elections. ma,opponent save act - invalid,0,0,0,
748,the save act is an act that is being proposed by right wing government officials to require proof of,proponent save act - election integrity,1,1,1,
749,the save act is an act that is being proposed by right wing government officials to require proof of,proponent save act - accountability,0,1,1,
750,the save act is an act that is being proposed by right wing government officials to require proof of,proponent save act - public confidence in elections,0,0,0,
751,the save act is an act that is being proposed by right wing government officials to require proof of,proponent save act - other valid,0,0,0,
752,the save act is an act that is being proposed by right wing government officials to require proof of,proponent save act - invalid,0,0,0,
753,the save act is an act that is being proposed by right wing government officials to require proof of,opponent save act - voting disenfranchisement,0,0,0,
754,the save act is an act that is being proposed by right wing government officials to require proof of,opponent save act - lack of serious problem,0,0,0,
755,the save act is an act that is being proposed by right wing government officials to require proof of,opponent save act - unequal burden,1,0,0,
756,the save act is an act that is being proposed by right wing government officials to require proof of,opponent save act - administrative burden,0,0,0,
757,the save act is an act that is being proposed by right wing government officials to require proof of,opponent save act - other valid,0,1,1,
758,the save act is an act that is being proposed by right wing government officials to require proof of,opponent save act - invalid,0,0,0,
759,the save act is used to protect elections from voter fraud.,proponent save act - election integrity,1,1,1,
760,the save act is used to protect elections from voter fraud.,proponent save act - accountability,0,0,0,
761,the save act is used to protect elections from voter fraud.,proponent save act - public confidence in elections,0,0,0,
762,the save act is used to protect elections from voter fraud.,proponent save act - other valid,0,0,0,
763,the save act is used to protect elections from voter fraud.,proponent save act - invalid,0,0,0,
764,the save act is used to protect elections from voter fraud.,opponent save act - voting disenfranchisement,0,0,0,
765,the save act is used to protect elections from voter fraud.,opponent save act - lack of serious problem,0,0,0,
766,the save act is used to protect elections from voter fraud.,opponent save act - unequal burden,0,0,0,
767,the save act is used to protect elections from voter fraud.,opponent save act - administrative burden,0,0,0,
768,the save act is used to protect elections from voter fraud.,opponent save act - other valid,0,0,0,
769,the save act is used to protect elections from voter fraud.,opponent save act - invalid,0,0,0,
770,the save act makes you have an id for when you vote. it only talked about how if you disagree then y,proponent save act - election integrity,0,1,1,
771,the save act makes you have an id for when you vote. it only talked about how if you disagree then y,proponent save act - accountability,1,1,1,
772,the save act makes you have an id for when you vote. it only talked about how if you disagree then y,proponent save act - public confidence in elections,0,0,0,
773,the save act makes you have an id for when you vote. it only talked about how if you disagree then y,proponent save act - other valid,0,0,0,
774,the save act makes you have an id for when you vote. it only talked about how if you disagree then y,proponent save act - invalid,0,0,1,
775,the save act makes you have an id for when you vote. it only talked about how if you disagree then y,opponent save act - voting disenfranchisement,0,0,0,
776,the save act makes you have an id for when you vote. it only talked about how if you disagree then y,opponent save act - lack of serious problem,0,0,0,
777,the save act makes you have an id for when you vote. it only talked about how if you disagree then y,opponent save act - unequal burden,0,0,0,
778,the save act makes you have an id for when you vote. it only talked about how if you disagree then y,opponent save act - administrative burden,0,0,0,
779,the save act makes you have an id for when you vote. it only talked about how if you disagree then y,opponent save act - other valid,0,1,1,
780,the save act makes you have an id for when you vote. it only talked about how if you disagree then y,opponent save act - invalid,0,0,0,
781,the save act requires all voter registration applicants to provide documentary proof of u.s. citizen,proponent save act - election integrity,1,1,1,0
782,the save act requires all voter registration applicants to provide documentary proof of u.s. citizen,proponent save act - accountability,1,1,1,0
783,the save act requires all voter registration applicants to provide documentary proof of u.s. citizen,proponent save act - public confidence in elections,0,0,0,1
784,the save act requires all voter registration applicants to provide documentary proof of u.s. citizen,proponent save act - other valid,0,0,0,1
785,the save act requires all voter registration applicants to provide documentary proof of u.s. citizen,proponent save act - invalid,0,0,0,1
786,the save act requires all voter registration applicants to provide documentary proof of u.s. citizen,opponent save act - voting disenfranchisement,1,1,0,1
787,the save act requires all voter registration applicants to provide documentary proof of u.s. citizen,opponent save act - lack of serious problem,1,0,0,0
788,the save act requires all voter registration applicants to provide documentary proof of u.s. citizen,opponent save act - unequal burden,0,0,0,0
789,the save act requires all voter registration applicants to provide documentary proof of u.s. citizen,opponent save act - administrative burden,1,1,1,0
790,the save act requires all voter registration applicants to provide documentary proof of u.s. citizen,opponent save act - other valid,0,0,0,0
791,the save act requires all voter registration applicants to provide documentary proof of u.s. citizen,opponent save act - invalid,0,0,0,0
792,the save act revolves around providing proof of us citizenship before voter registration. the articl,proponent save act - election integrity,0,0,0,
793,the save act revolves around providing proof of us citizenship before voter registration. the articl,proponent save act - accountability,1,0,1,
794,the save act revolves around providing proof of us citizenship before voter registration. the articl,proponent save act - public confidence in elections,0,0,0,
795,the save act revolves around providing proof of us citizenship before voter registration. the articl,proponent save act - other valid,0,0,0,
796,the save act revolves around providing proof of us citizenship before voter registration. the articl,proponent save act - invalid,0,0,0,
797,the save act revolves around providing proof of us citizenship before voter registration. the articl,opponent save act - voting disenfranchisement,0,0,0,
798,the save act revolves around providing proof of us citizenship before voter registration. the articl,opponent save act - lack of serious problem,0,0,0,
799,the save act revolves around providing proof of us citizenship before voter registration. the articl,opponent save act - unequal burden,0,0,0,
800,the save act revolves around providing proof of us citizenship before voter registration. the articl,opponent save act - administrative burden,0,0,0,
801,the save act revolves around providing proof of us citizenship before voter registration. the articl,opponent save act - other valid,0,0,0,
802,the save act revolves around providing proof of us citizenship before voter registration. the articl,opponent save act - invalid,0,0,0,
803,"their trying to limit it to only citizens and make sure it's a fair vote, but it could be a huge iss",proponent save act - election integrity,1,1,1,
804,"their trying to limit it to only citizens and make sure it's a fair vote, but it could be a huge iss",proponent save act - accountability,0,0,0,
805,"their trying to limit it to only citizens and make sure it's a fair vote, but it could be a huge iss",proponent save act - public confidence in elections,0,0,0,
806,"their trying to limit it to only citizens and make sure it's a fair vote, but it could be a huge iss",proponent save act - other valid,0,0,0,
807,"their trying to limit it to only citizens and make sure it's a fair vote, but it could be a huge iss",proponent save act - invalid,0,0,0,
808,"their trying to limit it to only citizens and make sure it's a fair vote, but it could be a huge iss",opponent save act - voting disenfranchisement,1,1,1,
809,"their trying to limit it to only citizens and make sure it's a fair vote, but it could be a huge iss",opponent save act - lack of serious problem,0,0,0,
810,"their trying to limit it to only citizens and make sure it's a fair vote, but it could be a huge iss",opponent save act - unequal burden,0,0,0,
811,"their trying to limit it to only citizens and make sure it's a fair vote, but it could be a huge iss",opponent save act - administrative burden,0,0,0,
812,"their trying to limit it to only citizens and make sure it's a fair vote, but it could be a huge iss",opponent save act - other valid,0,0,0,
813,"their trying to limit it to only citizens and make sure it's a fair vote, but it could be a huge iss",opponent save act - invalid,0,0,0,
814,there is a good range of them,proponent save act - election integrity,0,0,0,
815,there is a good range of them,proponent save act - accountability,0,0,0,
816,there is a good range of them,proponent save act - public confidence in elections,0,0,0,
817,there is a good range of them,proponent save act - other valid,0,0,0,
818,there is a good range of them,proponent save act - invalid,0,0,0,
819,there is a good range of them,opponent save act - voting disenfranchisement,0,0,0,
820,there is a good range of them,opponent save act - lack of serious problem,0,0,0,
821,there is a good range of them,opponent save act - unequal burden,0,0,0,
822,there is a good range of them,opponent save act - administrative burden,0,0,0,
823,there is a good range of them,opponent save act - other valid,0,0,0,
824,there is a good range of them,opponent save act - invalid,0,0,0,
825,they argue that requiring proof of citizenship is essential to protect election integrity and preven,proponent save act - election integrity,1,1,1,1
826,they argue that requiring proof of citizenship is essential to protect election integrity and preven,proponent save act - accountability,1,1,1,0
827,they argue that requiring proof of citizenship is essential to protect election integrity and preven,proponent save act - public confidence in elections,1,1,1,1
828,they argue that requiring proof of citizenship is essential to protect election integrity and preven,proponent save act - other valid,0,0,0,0
829,they argue that requiring proof of citizenship is essential to protect election integrity and preven,proponent save act - invalid,0,0,0,0
830,they argue that requiring proof of citizenship is essential to protect election integrity and preven,opponent save act - voting disenfranchisement,0,0,0,0
831,they argue that requiring proof of citizenship is essential to protect election integrity and preven,opponent save act - lack of serious problem,0,0,0,0
832,they argue that requiring proof of citizenship is essential to protect election integrity and preven,opponent save act - unequal burden,0,0,0,0
833,they argue that requiring proof of citizenship is essential to protect election integrity and preven,opponent save act - administrative burden,0,0,0,0
834,they argue that requiring proof of citizenship is essential to protect election integrity and preven,opponent save act - other valid,0,0,0,0
835,they argue that requiring proof of citizenship is essential to protect election integrity and preven,opponent save act - invalid,0,0,0,0
836,this topic is much simpler or at least this article its. the proponents say that not identifying vot,proponent save act - election integrity,1,1,1,
837,this topic is much simpler or at least this article its. the proponents say that not identifying vot,proponent save act - accountability,0,1,0,
838,this topic is much simpler or at least this article its. the proponents say that not identifying vot,proponent save act - public confidence in elections,0,0,0,
839,this topic is much simpler or at least this article its. the proponents say that not identifying vot,proponent save act - other valid,0,0,0,
840,this topic is much simpler or at least this article its. the proponents say that not identifying vot,proponent save act - invalid,0,0,0,
841,this topic is much simpler or at least this article its. the proponents say that not identifying vot,opponent save act - voting disenfranchisement,0,0,0,
842,this topic is much simpler or at least this article its. the proponents say that not identifying vot,opponent save act - lack of serious problem,0,0,0,
843,this topic is much simpler or at least this article its. the proponents say that not identifying vot,opponent save act - unequal burden,1,1,1,
844,this topic is much simpler or at least this article its. the proponents say that not identifying vot,opponent save act - administrative burden,0,0,0,
845,this topic is much simpler or at least this article its. the proponents say that not identifying vot,opponent save act - other valid,0,0,0,
846,this topic is much simpler or at least this article its. the proponents say that not identifying vot,opponent save act - invalid,0,0,0,
847,"those in favor of the save act want id to be required for voters, presumably in us elections.",proponent save act - election integrity,0,0,0,
848,"those in favor of the save act want id to be required for voters, presumably in us elections.",proponent save act - accountability,1,1,1,
849,"those in favor of the save act want id to be required for voters, presumably in us elections.",proponent save act - public confidence in elections,0,0,0,
850,"those in favor of the save act want id to be required for voters, presumably in us elections.",proponent save act - other valid,0,0,0,
851,"those in favor of the save act want id to be required for voters, presumably in us elections.",proponent save act - invalid,0,0,0,
852,"those in favor of the save act want id to be required for voters, presumably in us elections.",opponent save act - voting disenfranchisement,0,0,0,
853,"those in favor of the save act want id to be required for voters, presumably in us elections.",opponent save act - lack of serious problem,0,0,0,
854,"those in favor of the save act want id to be required for voters, presumably in us elections.",opponent save act - unequal burden,0,0,0,
855,"those in favor of the save act want id to be required for voters, presumably in us elections.",opponent save act - administrative burden,0,0,0,
856,"those in favor of the save act want id to be required for voters, presumably in us elections.",opponent save act - other valid,0,0,0,
857,"those in favor of the save act want id to be required for voters, presumably in us elections.",opponent save act - invalid,0,0,0,
858,"those who are for the save act are mostly just trying to keep non-citizens from voting, which is fai",proponent save act - election integrity,1,1,1,
859,"those who are for the save act are mostly just trying to keep non-citizens from voting, which is fai",proponent save act - accountability,0,0,0,
860,"those who are for the save act are mostly just trying to keep non-citizens from voting, which is fai",proponent save act - public confidence in elections,0,0,0,
861,"those who are for the save act are mostly just trying to keep non-citizens from voting, which is fai",proponent save act - other valid,0,0,0,
862,"those who are for the save act are mostly just trying to keep non-citizens from voting, which is fai",proponent save act - invalid,0,0,0,
863,"those who are for the save act are mostly just trying to keep non-citizens from voting, which is fai",opponent save act - voting disenfranchisement,0,0,0,
864,"those who are for the save act are mostly just trying to keep non-citizens from voting, which is fai",opponent save act - lack of serious problem,0,0,0,
865,"those who are for the save act are mostly just trying to keep non-citizens from voting, which is fai",opponent save act - unequal burden,1,1,1,
866,"those who are for the save act are mostly just trying to keep non-citizens from voting, which is fai",opponent save act - administrative burden,0,0,0,
867,"those who are for the save act are mostly just trying to keep non-citizens from voting, which is fai",opponent save act - other valid,0,0,0,
868,"those who are for the save act are mostly just trying to keep non-citizens from voting, which is fai",opponent save act - invalid,0,0,0,
